"","network_name","network","seeding_strategy","seed_selection_strategy","pp","network_id","seed_count","no_of_seeds","no_of_activated","no_of_iterations","saved_seeds"
"2208","ml_arxiv_pp_0.05_094_.mpx","arxiv","ss","degree",0.05,94,0.2,2813,4343,6,0
"2209","ml_arxiv_pp_0.05_095_.mpx","arxiv","ss","degree",0.05,95,0.02,281,2278,11,0
"2210","ml_arxiv_pp_0.05_095_.mpx","arxiv","ss","degree",0.05,95,0.05,703,2569,9,0
"2211","ml_arxiv_pp_0.05_095_.mpx","arxiv","ss","degree",0.05,95,0.1,1406,3208,6,0
"2212","ml_arxiv_pp_0.05_095_.mpx","arxiv","ss","degree",0.05,95,0.2,2813,4367,7,0
"2213","ml_arxiv_pp_0.05_096_.mpx","arxiv","ss","degree",0.05,96,0.02,281,2271,12,0
"2214","ml_arxiv_pp_0.05_096_.mpx","arxiv","ss","degree",0.05,96,0.05,703,2631,12,0
"2215","ml_arxiv_pp_0.05_096_.mpx","arxiv","ss","degree",0.05,96,0.1,1406,3241,8,0
"2216","ml_arxiv_pp_0.05_096_.mpx","arxiv","ss","degree",0.05,96,0.2,2813,4369,5,0
"2217","ml_arxiv_pp_0.05_097_.mpx","arxiv","ss","degree",0.05,97,0.02,281,2261,13,0
"2218","ml_arxiv_pp_0.05_097_.mpx","arxiv","ss","degree",0.05,97,0.05,703,2614,11,0
"2219","ml_arxiv_pp_0.05_097_.mpx","arxiv","ss","degree",0.05,97,0.1,1406,3157,6,0
"2220","ml_arxiv_pp_0.05_097_.mpx","arxiv","ss","degree",0.05,97,0.2,2813,4314,5,0
"2221","ml_arxiv_pp_0.05_098_.mpx","arxiv","ss","degree",0.05,98,0.02,281,2277,8,0
"2222","ml_arxiv_pp_0.05_098_.mpx","arxiv","ss","degree",0.05,98,0.05,703,2582,7,0
"2223","ml_arxiv_pp_0.05_098_.mpx","arxiv","ss","degree",0.05,98,0.1,1406,3210,6,0
"2224","ml_arxiv_pp_0.05_098_.mpx","arxiv","ss","degree",0.05,98,0.2,2813,4341,5,0
"2225","ml_arxiv_pp_0.05_099_.mpx","arxiv","ss","degree",0.05,99,0.02,281,2238,11,0
"2226","ml_arxiv_pp_0.05_099_.mpx","arxiv","ss","degree",0.05,99,0.05,703,2577,8,0
"2227","ml_arxiv_pp_0.05_099_.mpx","arxiv","ss","degree",0.05,99,0.1,1406,3219,6,0
"2228","ml_arxiv_pp_0.05_099_.mpx","arxiv","ss","degree",0.05,99,0.2,2813,4341,5,0
"2229","ml_arxiv_pp_0.05_100_.mpx","arxiv","ss","degree",0.05,100,0.02,281,2304,9,0
"2230","ml_arxiv_pp_0.05_100_.mpx","arxiv","ss","degree",0.05,100,0.05,703,2695,8,0
"2231","ml_arxiv_pp_0.05_100_.mpx","arxiv","ss","degree",0.05,100,0.1,1406,3269,7,0
"2232","ml_arxiv_pp_0.05_100_.mpx","arxiv","ss","degree",0.05,100,0.2,2813,4415,5,0
"2233","ml_arxiv_pp_0.1_001_.mpx","arxiv","ss","degree",0.1,1,0.02,281,4234,11,0
"2234","ml_arxiv_pp_0.1_001_.mpx","arxiv","ss","degree",0.1,1,0.05,703,4463,10,0
"2235","ml_arxiv_pp_0.1_001_.mpx","arxiv","ss","degree",0.1,1,0.1,1406,4903,8,0
"2236","ml_arxiv_pp_0.1_001_.mpx","arxiv","ss","degree",0.1,1,0.2,2813,5714,6,0
"2237","ml_arxiv_pp_0.1_002_.mpx","arxiv","ss","degree",0.1,2,0.02,281,4128,12,0
"2238","ml_arxiv_pp_0.1_002_.mpx","arxiv","ss","degree",0.1,2,0.05,703,4400,11,0
"2239","ml_arxiv_pp_0.1_002_.mpx","arxiv","ss","degree",0.1,2,0.1,1406,4936,9,0
"2240","ml_arxiv_pp_0.1_002_.mpx","arxiv","ss","degree",0.1,2,0.2,2813,5743,5,0
"2241","ml_arxiv_pp_0.1_003_.mpx","arxiv","ss","degree",0.1,3,0.02,281,4134,13,0
"2242","ml_arxiv_pp_0.1_003_.mpx","arxiv","ss","degree",0.1,3,0.05,703,4367,10,0
"2243","ml_arxiv_pp_0.1_003_.mpx","arxiv","ss","degree",0.1,3,0.1,1406,4872,10,0
"2244","ml_arxiv_pp_0.1_003_.mpx","arxiv","ss","degree",0.1,3,0.2,2813,5708,6,0
"2245","ml_arxiv_pp_0.1_004_.mpx","arxiv","ss","degree",0.1,4,0.02,281,4160,11,0
"2246","ml_arxiv_pp_0.1_004_.mpx","arxiv","ss","degree",0.1,4,0.05,703,4322,10,0
"2247","ml_arxiv_pp_0.1_004_.mpx","arxiv","ss","degree",0.1,4,0.1,1406,4849,7,0
"2248","ml_arxiv_pp_0.1_004_.mpx","arxiv","ss","degree",0.1,4,0.2,2813,5769,7,0
"2249","ml_arxiv_pp_0.1_005_.mpx","arxiv","ss","degree",0.1,5,0.02,281,4238,14,0
"2250","ml_arxiv_pp_0.1_005_.mpx","arxiv","ss","degree",0.1,5,0.05,703,4444,13,0
"2251","ml_arxiv_pp_0.1_005_.mpx","arxiv","ss","degree",0.1,5,0.1,1406,4898,10,0
"2252","ml_arxiv_pp_0.1_005_.mpx","arxiv","ss","degree",0.1,5,0.2,2813,5713,7,0
"2253","ml_arxiv_pp_0.1_006_.mpx","arxiv","ss","degree",0.1,6,0.02,281,4251,11,0
"2254","ml_arxiv_pp_0.1_006_.mpx","arxiv","ss","degree",0.1,6,0.05,703,4507,11,0
"2255","ml_arxiv_pp_0.1_006_.mpx","arxiv","ss","degree",0.1,6,0.1,1406,5004,8,0
"2256","ml_arxiv_pp_0.1_006_.mpx","arxiv","ss","degree",0.1,6,0.2,2813,5816,8,0
"2257","ml_arxiv_pp_0.1_007_.mpx","arxiv","ss","degree",0.1,7,0.02,281,4167,11,0
"2258","ml_arxiv_pp_0.1_007_.mpx","arxiv","ss","degree",0.1,7,0.05,703,4399,9,0
"2259","ml_arxiv_pp_0.1_007_.mpx","arxiv","ss","degree",0.1,7,0.1,1406,4823,7,0
"2260","ml_arxiv_pp_0.1_007_.mpx","arxiv","ss","degree",0.1,7,0.2,2813,5705,7,0
"2261","ml_arxiv_pp_0.1_008_.mpx","arxiv","ss","degree",0.1,8,0.02,281,4076,14,0
"2262","ml_arxiv_pp_0.1_008_.mpx","arxiv","ss","degree",0.1,8,0.05,703,4318,11,0
"2263","ml_arxiv_pp_0.1_008_.mpx","arxiv","ss","degree",0.1,8,0.1,1406,4785,7,0
"2264","ml_arxiv_pp_0.1_008_.mpx","arxiv","ss","degree",0.1,8,0.2,2813,5717,6,0
"2265","ml_arxiv_pp_0.1_009_.mpx","arxiv","ss","degree",0.1,9,0.02,281,4353,14,0
"2266","ml_arxiv_pp_0.1_009_.mpx","arxiv","ss","degree",0.1,9,0.05,703,4531,10,0
"2267","ml_arxiv_pp_0.1_009_.mpx","arxiv","ss","degree",0.1,9,0.1,1406,4962,9,0
"2268","ml_arxiv_pp_0.1_009_.mpx","arxiv","ss","degree",0.1,9,0.2,2813,5800,6,0
"2269","ml_arxiv_pp_0.1_010_.mpx","arxiv","ss","degree",0.1,10,0.02,281,4316,12,0
"2270","ml_arxiv_pp_0.1_010_.mpx","arxiv","ss","degree",0.1,10,0.05,703,4496,10,0
"2271","ml_arxiv_pp_0.1_010_.mpx","arxiv","ss","degree",0.1,10,0.1,1406,4940,9,0
"2272","ml_arxiv_pp_0.1_010_.mpx","arxiv","ss","degree",0.1,10,0.2,2813,5757,7,0
"2273","ml_arxiv_pp_0.1_011_.mpx","arxiv","ss","degree",0.1,11,0.02,281,4190,12,0
"2274","ml_arxiv_pp_0.1_011_.mpx","arxiv","ss","degree",0.1,11,0.05,703,4434,12,0
"2275","ml_arxiv_pp_0.1_011_.mpx","arxiv","ss","degree",0.1,11,0.1,1406,4853,8,0
"2276","ml_arxiv_pp_0.1_011_.mpx","arxiv","ss","degree",0.1,11,0.2,2813,5656,6,0
"2277","ml_arxiv_pp_0.1_012_.mpx","arxiv","ss","degree",0.1,12,0.02,281,4188,12,0
"2278","ml_arxiv_pp_0.1_012_.mpx","arxiv","ss","degree",0.1,12,0.05,703,4404,12,0
"2279","ml_arxiv_pp_0.1_012_.mpx","arxiv","ss","degree",0.1,12,0.1,1406,4864,8,0
"2280","ml_arxiv_pp_0.1_012_.mpx","arxiv","ss","degree",0.1,12,0.2,2813,5734,6,0
"2281","ml_arxiv_pp_0.1_013_.mpx","arxiv","ss","degree",0.1,13,0.02,281,4120,12,0
"2282","ml_arxiv_pp_0.1_013_.mpx","arxiv","ss","degree",0.1,13,0.05,703,4425,10,0
"2283","ml_arxiv_pp_0.1_013_.mpx","arxiv","ss","degree",0.1,13,0.1,1406,4856,8,0
"2284","ml_arxiv_pp_0.1_013_.mpx","arxiv","ss","degree",0.1,13,0.2,2813,5736,6,0
"2285","ml_arxiv_pp_0.1_014_.mpx","arxiv","ss","degree",0.1,14,0.02,281,4191,15,0
"2286","ml_arxiv_pp_0.1_014_.mpx","arxiv","ss","degree",0.1,14,0.05,703,4388,11,0
"2287","ml_arxiv_pp_0.1_014_.mpx","arxiv","ss","degree",0.1,14,0.1,1406,4872,11,0
"2288","ml_arxiv_pp_0.1_014_.mpx","arxiv","ss","degree",0.1,14,0.2,2813,5775,6,0
"2289","ml_arxiv_pp_0.1_015_.mpx","arxiv","ss","degree",0.1,15,0.02,281,4020,11,0
"2290","ml_arxiv_pp_0.1_015_.mpx","arxiv","ss","degree",0.1,15,0.05,703,4250,12,0
"2291","ml_arxiv_pp_0.1_015_.mpx","arxiv","ss","degree",0.1,15,0.1,1406,4818,9,0
"2292","ml_arxiv_pp_0.1_015_.mpx","arxiv","ss","degree",0.1,15,0.2,2813,5691,6,0
"2293","ml_arxiv_pp_0.1_016_.mpx","arxiv","ss","degree",0.1,16,0.02,281,4272,12,0
"2294","ml_arxiv_pp_0.1_016_.mpx","arxiv","ss","degree",0.1,16,0.05,703,4511,11,0
"2295","ml_arxiv_pp_0.1_016_.mpx","arxiv","ss","degree",0.1,16,0.1,1406,4918,9,0
"2296","ml_arxiv_pp_0.1_016_.mpx","arxiv","ss","degree",0.1,16,0.2,2813,5668,7,0
"2297","ml_arxiv_pp_0.1_017_.mpx","arxiv","ss","degree",0.1,17,0.02,281,4293,16,0
"2298","ml_arxiv_pp_0.1_017_.mpx","arxiv","ss","degree",0.1,17,0.05,703,4508,11,0
"2299","ml_arxiv_pp_0.1_017_.mpx","arxiv","ss","degree",0.1,17,0.1,1406,4957,8,0
"2300","ml_arxiv_pp_0.1_017_.mpx","arxiv","ss","degree",0.1,17,0.2,2813,5788,7,0
"2301","ml_arxiv_pp_0.1_018_.mpx","arxiv","ss","degree",0.1,18,0.02,281,4170,14,0
"2302","ml_arxiv_pp_0.1_018_.mpx","arxiv","ss","degree",0.1,18,0.05,703,4352,10,0
"2303","ml_arxiv_pp_0.1_018_.mpx","arxiv","ss","degree",0.1,18,0.1,1406,4844,7,0
"2304","ml_arxiv_pp_0.1_018_.mpx","arxiv","ss","degree",0.1,18,0.2,2813,5722,6,0
"2305","ml_arxiv_pp_0.1_019_.mpx","arxiv","ss","degree",0.1,19,0.02,281,4132,15,0
"2306","ml_arxiv_pp_0.1_019_.mpx","arxiv","ss","degree",0.1,19,0.05,703,4397,13,0
"2307","ml_arxiv_pp_0.1_019_.mpx","arxiv","ss","degree",0.1,19,0.1,1406,4764,10,0
"2308","ml_arxiv_pp_0.1_019_.mpx","arxiv","ss","degree",0.1,19,0.2,2813,5631,6,0
"2309","ml_arxiv_pp_0.1_020_.mpx","arxiv","ss","degree",0.1,20,0.02,281,4282,12,0
"2310","ml_arxiv_pp_0.1_020_.mpx","arxiv","ss","degree",0.1,20,0.05,703,4478,10,0
"2311","ml_arxiv_pp_0.1_020_.mpx","arxiv","ss","degree",0.1,20,0.1,1406,4875,9,0
"2312","ml_arxiv_pp_0.1_020_.mpx","arxiv","ss","degree",0.1,20,0.2,2813,5695,7,0
"2313","ml_arxiv_pp_0.1_021_.mpx","arxiv","ss","degree",0.1,21,0.02,281,4095,11,0
"2314","ml_arxiv_pp_0.1_021_.mpx","arxiv","ss","degree",0.1,21,0.05,703,4320,10,0
"2315","ml_arxiv_pp_0.1_021_.mpx","arxiv","ss","degree",0.1,21,0.1,1406,4884,9,0
"2316","ml_arxiv_pp_0.1_021_.mpx","arxiv","ss","degree",0.1,21,0.2,2813,5698,6,0
"2317","ml_arxiv_pp_0.1_022_.mpx","arxiv","ss","degree",0.1,22,0.02,281,4226,14,0
"2318","ml_arxiv_pp_0.1_022_.mpx","arxiv","ss","degree",0.1,22,0.05,703,4466,9,0
"2319","ml_arxiv_pp_0.1_022_.mpx","arxiv","ss","degree",0.1,22,0.1,1406,4881,8,0
"2320","ml_arxiv_pp_0.1_022_.mpx","arxiv","ss","degree",0.1,22,0.2,2813,5755,7,0
"2321","ml_arxiv_pp_0.1_023_.mpx","arxiv","ss","degree",0.1,23,0.02,281,4090,14,0
"2322","ml_arxiv_pp_0.1_023_.mpx","arxiv","ss","degree",0.1,23,0.05,703,4311,10,0
"2323","ml_arxiv_pp_0.1_023_.mpx","arxiv","ss","degree",0.1,23,0.1,1406,4796,10,0
"2324","ml_arxiv_pp_0.1_023_.mpx","arxiv","ss","degree",0.1,23,0.2,2813,5719,6,0
"2325","ml_arxiv_pp_0.1_024_.mpx","arxiv","ss","degree",0.1,24,0.02,281,4333,16,0
"2326","ml_arxiv_pp_0.1_024_.mpx","arxiv","ss","degree",0.1,24,0.05,703,4535,10,0
"2327","ml_arxiv_pp_0.1_024_.mpx","arxiv","ss","degree",0.1,24,0.1,1406,5004,10,0
"2328","ml_arxiv_pp_0.1_024_.mpx","arxiv","ss","degree",0.1,24,0.2,2813,5755,8,0
"2329","ml_arxiv_pp_0.1_025_.mpx","arxiv","ss","degree",0.1,25,0.02,281,4065,12,0
"2330","ml_arxiv_pp_0.1_025_.mpx","arxiv","ss","degree",0.1,25,0.05,703,4378,10,0
"2331","ml_arxiv_pp_0.1_025_.mpx","arxiv","ss","degree",0.1,25,0.1,1406,4814,10,0
"2332","ml_arxiv_pp_0.1_025_.mpx","arxiv","ss","degree",0.1,25,0.2,2813,5656,7,0
"2333","ml_arxiv_pp_0.1_026_.mpx","arxiv","ss","degree",0.1,26,0.02,281,4242,14,0
"2334","ml_arxiv_pp_0.1_026_.mpx","arxiv","ss","degree",0.1,26,0.05,703,4496,11,0
"2335","ml_arxiv_pp_0.1_026_.mpx","arxiv","ss","degree",0.1,26,0.1,1406,4931,9,0
"2336","ml_arxiv_pp_0.1_026_.mpx","arxiv","ss","degree",0.1,26,0.2,2813,5708,5,0
"2337","ml_arxiv_pp_0.1_027_.mpx","arxiv","ss","degree",0.1,27,0.02,281,4220,12,0
"2338","ml_arxiv_pp_0.1_027_.mpx","arxiv","ss","degree",0.1,27,0.05,703,4450,9,0
"2339","ml_arxiv_pp_0.1_027_.mpx","arxiv","ss","degree",0.1,27,0.1,1406,4876,9,0
"2340","ml_arxiv_pp_0.1_027_.mpx","arxiv","ss","degree",0.1,27,0.2,2813,5742,6,0
"2341","ml_arxiv_pp_0.1_028_.mpx","arxiv","ss","degree",0.1,28,0.02,281,4235,11,0
"2342","ml_arxiv_pp_0.1_028_.mpx","arxiv","ss","degree",0.1,28,0.05,703,4453,10,0
"2343","ml_arxiv_pp_0.1_028_.mpx","arxiv","ss","degree",0.1,28,0.1,1406,4853,8,0
"2344","ml_arxiv_pp_0.1_028_.mpx","arxiv","ss","degree",0.1,28,0.2,2813,5730,6,0
"2345","ml_arxiv_pp_0.1_029_.mpx","arxiv","ss","degree",0.1,29,0.02,281,4291,13,0
"2346","ml_arxiv_pp_0.1_029_.mpx","arxiv","ss","degree",0.1,29,0.05,703,4482,13,0
"2347","ml_arxiv_pp_0.1_029_.mpx","arxiv","ss","degree",0.1,29,0.1,1406,4920,11,0
"2348","ml_arxiv_pp_0.1_029_.mpx","arxiv","ss","degree",0.1,29,0.2,2813,5737,5,0
"2349","ml_arxiv_pp_0.1_030_.mpx","arxiv","ss","degree",0.1,30,0.02,281,4109,11,0
"2350","ml_arxiv_pp_0.1_030_.mpx","arxiv","ss","degree",0.1,30,0.05,703,4376,13,0
"2351","ml_arxiv_pp_0.1_030_.mpx","arxiv","ss","degree",0.1,30,0.1,1406,4862,13,0
"2352","ml_arxiv_pp_0.1_030_.mpx","arxiv","ss","degree",0.1,30,0.2,2813,5757,6,0
"2353","ml_arxiv_pp_0.1_031_.mpx","arxiv","ss","degree",0.1,31,0.02,281,4318,13,0
"2354","ml_arxiv_pp_0.1_031_.mpx","arxiv","ss","degree",0.1,31,0.05,703,4475,9,0
"2355","ml_arxiv_pp_0.1_031_.mpx","arxiv","ss","degree",0.1,31,0.1,1406,4942,8,0
"2356","ml_arxiv_pp_0.1_031_.mpx","arxiv","ss","degree",0.1,31,0.2,2813,5755,6,0
"2357","ml_arxiv_pp_0.1_032_.mpx","arxiv","ss","degree",0.1,32,0.02,281,4142,13,0
"2358","ml_arxiv_pp_0.1_032_.mpx","arxiv","ss","degree",0.1,32,0.05,703,4425,13,0
"2359","ml_arxiv_pp_0.1_032_.mpx","arxiv","ss","degree",0.1,32,0.1,1406,4871,9,0
"2360","ml_arxiv_pp_0.1_032_.mpx","arxiv","ss","degree",0.1,32,0.2,2813,5715,7,0
"2361","ml_arxiv_pp_0.1_033_.mpx","arxiv","ss","degree",0.1,33,0.02,281,4111,10,0
"2362","ml_arxiv_pp_0.1_033_.mpx","arxiv","ss","degree",0.1,33,0.05,703,4336,9,0
"2363","ml_arxiv_pp_0.1_033_.mpx","arxiv","ss","degree",0.1,33,0.1,1406,4851,8,0
"2364","ml_arxiv_pp_0.1_033_.mpx","arxiv","ss","degree",0.1,33,0.2,2813,5719,8,0
"2365","ml_arxiv_pp_0.1_034_.mpx","arxiv","ss","degree",0.1,34,0.02,281,4185,15,0
"2366","ml_arxiv_pp_0.1_034_.mpx","arxiv","ss","degree",0.1,34,0.05,703,4392,15,0
"2367","ml_arxiv_pp_0.1_034_.mpx","arxiv","ss","degree",0.1,34,0.1,1406,4824,9,0
"2368","ml_arxiv_pp_0.1_034_.mpx","arxiv","ss","degree",0.1,34,0.2,2813,5733,8,0
"2369","ml_arxiv_pp_0.1_035_.mpx","arxiv","ss","degree",0.1,35,0.02,281,4170,14,0
"2370","ml_arxiv_pp_0.1_035_.mpx","arxiv","ss","degree",0.1,35,0.05,703,4399,13,0
"2371","ml_arxiv_pp_0.1_035_.mpx","arxiv","ss","degree",0.1,35,0.1,1406,4868,8,0
"2372","ml_arxiv_pp_0.1_035_.mpx","arxiv","ss","degree",0.1,35,0.2,2813,5740,7,0
"2373","ml_arxiv_pp_0.1_036_.mpx","arxiv","ss","degree",0.1,36,0.02,281,4133,14,0
"2374","ml_arxiv_pp_0.1_036_.mpx","arxiv","ss","degree",0.1,36,0.05,703,4366,13,0
"2375","ml_arxiv_pp_0.1_036_.mpx","arxiv","ss","degree",0.1,36,0.1,1406,4870,8,0
"2376","ml_arxiv_pp_0.1_036_.mpx","arxiv","ss","degree",0.1,36,0.2,2813,5698,6,0
"2377","ml_arxiv_pp_0.1_037_.mpx","arxiv","ss","degree",0.1,37,0.02,281,4316,20,0
"2378","ml_arxiv_pp_0.1_037_.mpx","arxiv","ss","degree",0.1,37,0.05,703,4443,15,0
"2379","ml_arxiv_pp_0.1_037_.mpx","arxiv","ss","degree",0.1,37,0.1,1406,4896,8,0
"2380","ml_arxiv_pp_0.1_037_.mpx","arxiv","ss","degree",0.1,37,0.2,2813,5738,5,0
"2381","ml_arxiv_pp_0.1_038_.mpx","arxiv","ss","degree",0.1,38,0.02,281,4272,12,0
"2382","ml_arxiv_pp_0.1_038_.mpx","arxiv","ss","degree",0.1,38,0.05,703,4470,10,0
"2383","ml_arxiv_pp_0.1_038_.mpx","arxiv","ss","degree",0.1,38,0.1,1406,4889,7,0
"2384","ml_arxiv_pp_0.1_038_.mpx","arxiv","ss","degree",0.1,38,0.2,2813,5668,6,0
"2385","ml_arxiv_pp_0.1_039_.mpx","arxiv","ss","degree",0.1,39,0.02,281,4346,12,0
"2386","ml_arxiv_pp_0.1_039_.mpx","arxiv","ss","degree",0.1,39,0.05,703,4529,10,0
"2387","ml_arxiv_pp_0.1_039_.mpx","arxiv","ss","degree",0.1,39,0.1,1406,4940,7,0
"2388","ml_arxiv_pp_0.1_039_.mpx","arxiv","ss","degree",0.1,39,0.2,2813,5781,7,0
"2389","ml_arxiv_pp_0.1_040_.mpx","arxiv","ss","degree",0.1,40,0.02,281,4255,15,0
"2390","ml_arxiv_pp_0.1_040_.mpx","arxiv","ss","degree",0.1,40,0.05,703,4497,14,0
"2391","ml_arxiv_pp_0.1_040_.mpx","arxiv","ss","degree",0.1,40,0.1,1406,4933,10,0
"2392","ml_arxiv_pp_0.1_040_.mpx","arxiv","ss","degree",0.1,40,0.2,2813,5797,8,0
"2393","ml_arxiv_pp_0.1_041_.mpx","arxiv","ss","degree",0.1,41,0.02,281,4088,11,0
"2394","ml_arxiv_pp_0.1_041_.mpx","arxiv","ss","degree",0.1,41,0.05,703,4317,10,0
"2395","ml_arxiv_pp_0.1_041_.mpx","arxiv","ss","degree",0.1,41,0.1,1406,4826,8,0
"2396","ml_arxiv_pp_0.1_041_.mpx","arxiv","ss","degree",0.1,41,0.2,2813,5669,8,0
"2397","ml_arxiv_pp_0.1_042_.mpx","arxiv","ss","degree",0.1,42,0.02,281,4227,13,0
"2398","ml_arxiv_pp_0.1_042_.mpx","arxiv","ss","degree",0.1,42,0.05,703,4458,13,0
"2399","ml_arxiv_pp_0.1_042_.mpx","arxiv","ss","degree",0.1,42,0.1,1406,4862,10,0
"2400","ml_arxiv_pp_0.1_042_.mpx","arxiv","ss","degree",0.1,42,0.2,2813,5692,6,0
"2401","ml_arxiv_pp_0.1_043_.mpx","arxiv","ss","degree",0.1,43,0.02,281,4331,12,0
"2402","ml_arxiv_pp_0.1_043_.mpx","arxiv","ss","degree",0.1,43,0.05,703,4514,10,0
"2403","ml_arxiv_pp_0.1_043_.mpx","arxiv","ss","degree",0.1,43,0.1,1406,4933,9,0
"2404","ml_arxiv_pp_0.1_043_.mpx","arxiv","ss","degree",0.1,43,0.2,2813,5782,7,0
"2405","ml_arxiv_pp_0.1_044_.mpx","arxiv","ss","degree",0.1,44,0.02,281,4241,15,0
"2406","ml_arxiv_pp_0.1_044_.mpx","arxiv","ss","degree",0.1,44,0.05,703,4466,15,0
"2407","ml_arxiv_pp_0.1_044_.mpx","arxiv","ss","degree",0.1,44,0.1,1406,4860,8,0
"2408","ml_arxiv_pp_0.1_044_.mpx","arxiv","ss","degree",0.1,44,0.2,2813,5664,5,0
"2409","ml_arxiv_pp_0.1_045_.mpx","arxiv","ss","degree",0.1,45,0.02,281,3973,12,0
"2410","ml_arxiv_pp_0.1_045_.mpx","arxiv","ss","degree",0.1,45,0.05,703,4241,12,0
"2411","ml_arxiv_pp_0.1_045_.mpx","arxiv","ss","degree",0.1,45,0.1,1406,4769,10,0
"2412","ml_arxiv_pp_0.1_045_.mpx","arxiv","ss","degree",0.1,45,0.2,2813,5620,7,0
"2413","ml_arxiv_pp_0.1_046_.mpx","arxiv","ss","degree",0.1,46,0.02,281,4094,11,0
"2414","ml_arxiv_pp_0.1_046_.mpx","arxiv","ss","degree",0.1,46,0.05,703,4308,10,0
"2415","ml_arxiv_pp_0.1_046_.mpx","arxiv","ss","degree",0.1,46,0.1,1406,4753,9,0
"2416","ml_arxiv_pp_0.1_046_.mpx","arxiv","ss","degree",0.1,46,0.2,2813,5675,8,0
"2417","ml_arxiv_pp_0.1_047_.mpx","arxiv","ss","degree",0.1,47,0.02,281,4264,12,0
"2418","ml_arxiv_pp_0.1_047_.mpx","arxiv","ss","degree",0.1,47,0.05,703,4462,12,0
"2419","ml_arxiv_pp_0.1_047_.mpx","arxiv","ss","degree",0.1,47,0.1,1406,4878,8,0
"2420","ml_arxiv_pp_0.1_047_.mpx","arxiv","ss","degree",0.1,47,0.2,2813,5720,8,0
"2421","ml_arxiv_pp_0.1_048_.mpx","arxiv","ss","degree",0.1,48,0.02,281,4273,23,0
"2422","ml_arxiv_pp_0.1_048_.mpx","arxiv","ss","degree",0.1,48,0.05,703,4443,16,0
"2423","ml_arxiv_pp_0.1_048_.mpx","arxiv","ss","degree",0.1,48,0.1,1406,4862,9,0
"2424","ml_arxiv_pp_0.1_048_.mpx","arxiv","ss","degree",0.1,48,0.2,2813,5708,7,0
"2425","ml_arxiv_pp_0.1_049_.mpx","arxiv","ss","degree",0.1,49,0.02,281,4220,12,0
"2426","ml_arxiv_pp_0.1_049_.mpx","arxiv","ss","degree",0.1,49,0.05,703,4436,12,0
"2427","ml_arxiv_pp_0.1_049_.mpx","arxiv","ss","degree",0.1,49,0.1,1406,4879,7,0
"2428","ml_arxiv_pp_0.1_049_.mpx","arxiv","ss","degree",0.1,49,0.2,2813,5774,6,0
"2429","ml_arxiv_pp_0.1_050_.mpx","arxiv","ss","degree",0.1,50,0.02,281,4287,16,0
"2430","ml_arxiv_pp_0.1_050_.mpx","arxiv","ss","degree",0.1,50,0.05,703,4513,12,0
"2431","ml_arxiv_pp_0.1_050_.mpx","arxiv","ss","degree",0.1,50,0.1,1406,4926,12,0
"2432","ml_arxiv_pp_0.1_050_.mpx","arxiv","ss","degree",0.1,50,0.2,2813,5728,6,0
"2433","ml_arxiv_pp_0.1_051_.mpx","arxiv","ss","degree",0.1,51,0.02,281,4047,10,0
"2434","ml_arxiv_pp_0.1_051_.mpx","arxiv","ss","degree",0.1,51,0.05,703,4301,10,0
"2435","ml_arxiv_pp_0.1_051_.mpx","arxiv","ss","degree",0.1,51,0.1,1406,4827,9,0
"2436","ml_arxiv_pp_0.1_051_.mpx","arxiv","ss","degree",0.1,51,0.2,2813,5675,6,0
"2437","ml_arxiv_pp_0.1_052_.mpx","arxiv","ss","degree",0.1,52,0.02,281,4273,15,0
"2438","ml_arxiv_pp_0.1_052_.mpx","arxiv","ss","degree",0.1,52,0.05,703,4517,15,0
"2439","ml_arxiv_pp_0.1_052_.mpx","arxiv","ss","degree",0.1,52,0.1,1406,4862,7,0
"2440","ml_arxiv_pp_0.1_052_.mpx","arxiv","ss","degree",0.1,52,0.2,2813,5667,6,0
"2441","ml_arxiv_pp_0.1_053_.mpx","arxiv","ss","degree",0.1,53,0.02,281,4139,14,0
"2442","ml_arxiv_pp_0.1_053_.mpx","arxiv","ss","degree",0.1,53,0.05,703,4370,10,0
"2443","ml_arxiv_pp_0.1_053_.mpx","arxiv","ss","degree",0.1,53,0.1,1406,4817,9,0
"2444","ml_arxiv_pp_0.1_053_.mpx","arxiv","ss","degree",0.1,53,0.2,2813,5692,6,0
"2445","ml_arxiv_pp_0.1_054_.mpx","arxiv","ss","degree",0.1,54,0.02,281,4033,12,0
"2446","ml_arxiv_pp_0.1_054_.mpx","arxiv","ss","degree",0.1,54,0.05,703,4350,11,0
"2447","ml_arxiv_pp_0.1_054_.mpx","arxiv","ss","degree",0.1,54,0.1,1406,4864,11,0
"2448","ml_arxiv_pp_0.1_054_.mpx","arxiv","ss","degree",0.1,54,0.2,2813,5638,6,0
"2449","ml_arxiv_pp_0.1_055_.mpx","arxiv","ss","degree",0.1,55,0.02,281,4164,12,0
"2450","ml_arxiv_pp_0.1_055_.mpx","arxiv","ss","degree",0.1,55,0.05,703,4380,10,0
"2451","ml_arxiv_pp_0.1_055_.mpx","arxiv","ss","degree",0.1,55,0.1,1406,4778,8,0
"2452","ml_arxiv_pp_0.1_055_.mpx","arxiv","ss","degree",0.1,55,0.2,2813,5608,6,0
"2453","ml_arxiv_pp_0.1_056_.mpx","arxiv","ss","degree",0.1,56,0.02,281,4164,13,0
